sigma,death-seeds,terminal-rules-seeds,cluster,pc1,pc2,death-mean,death-range,terminal-rules-mean,phenotype-activity-per-cell,entropy-early,entropy-middle,entropy-late,entropy-terminal,top1-terminal,top4-terminal,active-rules-terminal,terminal-rule-flux,class4-early,class4-middle,class4-late,class4-terminal,class4-peak,entropy-delta
16745230,59|50|29,1|1|1,0,8.88950913,-1.93401227,46.0000000,30.0000000,1.00000000,0.0500000000,0.408491126,0.0370578849,-0.00000000,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0115277778,0.00000000,0.00000000,0.00000000,0.0722222222,-0.408491126
17043526,120|120|120,17|14|23,1,0.0681855662,5.62561443,120.000000,0.00000000,18.0000000,0.264953704,0.543043239,0.410592681,0.432393326,0.447049423,0.233333333,0.572222222,18.0000000,0.200000000,0.209861111,0.406250000,0.367479675,0.283333333,0.650000000,-0.110649913
17062345,120|120|120,35|21|30,1,-1.89896621,1.81793465,120.000000,0.00000000,28.6666667,0.286851852,0.584171512,0.505877698,0.544949664,0.544962939,0.127777778,0.422222222,28.6666667,0.316666667,0.135972222,0.205277778,0.124254743,0.177777778,0.355555556,-0.0392218476
17062354,120|120|120,25|33|35,1,-2.58067335,0.554170697,120.000000,0.00000000,31.0000000,0.241620370,0.597183593,0.559731628,0.594211401,0.569891643,0.122222222,0.361111111,31.0000000,0.400000000,0.109861111,0.126250000,0.0880758808,0.122222222,0.283333333,-0.00297219177
17065234,120|120|120,4|3|13,0,4.29332808,0.512808340,120.000000,0.00000000,6.66666667,0.139722222,0.554473981,0.396893139,0.219890411,0.128628570,0.794444444,0.950000000,6.66666667,0.0388888889,0.133333333,0.100277778,0.0277777778,0.0111111111,0.238888889,-0.334583570
17205436,120|120|120,20|12|27,1,0.568938748,5.68244096,120.000000,0.00000000,19.6666667,0.337685185,0.557002992,0.374379979,0.339125926,0.424359825,0.355555556,0.611111111,19.6666667,0.227777778,0.134444444,0.386250000,0.440650407,0.355555556,0.661111111,-0.217877067
17235640,120|120|120,49|38|44,1,-4.19906441,-1.97623018,120.000000,0.00000000,43.6666667,0.208611111,0.647396688,0.628730991,0.636884137,0.665247288,0.0555555556,0.183333333,43.6666667,0.483333333,0.0329166667,0.0166666667,0.0127371274,0.0333333333,0.0833333333,-0.0105125509
17254306,120|120|120,18|25|22,1,-0.736168544,3.89961890,120.000000,0.00000000,21.6666667,0.220231481,0.639063066,0.563304229,0.498732901,0.438625328,0.333333333,0.588888889,21.6666667,0.283333333,0.128750000,0.235000000,0.301897019,0.388888889,0.533333333,-0.140330165
17320645,120|120|120,15|23|27,1,0.443820674,-1.76145175,120.000000,0.00000000,21.6666667,0.162638889,0.582150740,0.448125915,0.406013630,0.422368944,0.344444444,0.611111111,21.6666667,0.283333333,0.0198611111,0.0179166667,0.00243902439,0.00555555556,0.0833333333,-0.176137110
17342650,120|120|120,19|24|20,1,-0.633483350,-2.08959760,120.000000,0.00000000,21.0000000,0.148611111,0.566155103,0.549654891,0.514328333,0.496044378,0.177777778,0.450000000,21.0000000,0.244444444,0.0113888889,0.00750000000,0.00582655827,0.00000000,0.0611111111,-0.0518267692
17352604,120|120|120,38|41|39,1,-3.94943640,-0.976024275,120.000000,0.00000000,39.3333333,0.292824074,0.661667836,0.649951059,0.652258672,0.636438994,0.0833333333,0.244444444,39.3333333,0.427777778,0.0444444444,0.0579166667,0.0550135501,0.0722222222,0.155555556,-0.00940916325
17356240,120|120|120,38|40|30,1,-3.09454418,-0.877467805,120.000000,0.00000000,36.0000000,0.245231481,0.631111059,0.594015939,0.599167589,0.613594135,0.0944444444,0.288888889,36.0000000,0.383333333,0.0570833333,0.0381944444,0.0735772358,0.0388888889,0.200000000,-0.0319434702
17402536,120|120|120,18|21|27,1,-0.0771245084,7.62756869,120.000000,0.00000000,22.0000000,0.353981481,0.529764080,0.384499768,0.370832307,0.450365939,0.333333333,0.594444444,22.0000000,0.294444444,0.211111111,0.467916667,0.553523035,0.461111111,0.744444444,-0.158931773
17426503,120|120|120,31|40|29,1,-2.40210277,-1.58326340,120.000000,0.00000000,33.3333333,0.225648148,0.638866496,0.577266326,0.580767148,0.573547262,0.172222222,0.388888889,33.3333333,0.355555556,0.0341666667,0.0168055556,0.0204607046,0.0388888889,0.105555556,-0.0580993477
17435260,120|120|120,47|41|42,1,-4.38093101,-2.22621029,120.000000,0.00000000,43.3333333,0.240046296,0.655958439,0.645224368,0.657917287,0.658233493,0.0666666667,0.222222222,43.3333333,0.533333333,0.0148611111,0.0138888889,0.0165311653,0.00555555556,0.0666666667,0.00195884772
17462053,27|120|120,1|1|1,0,9.21956365,-1.38679106,89.0000000,93.0000000,1.00000000,0.0662962963,0.394850337,0.00491588025,-0.00000000,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0498611111,0.00000000,0.00000000,0.00000000,0.127777778,-0.394850337
17530624,120|120|120,42|32|35,1,-3.66690235,-0.937111561,120.000000,0.00000000,36.3333333,0.288009259,0.655768305,0.647897746,0.638456516,0.616855847,0.0777777778,0.277777778,36.3333333,0.444444444,0.0468055556,0.0602777778,0.0669376694,0.0500000000,0.161111111,-0.0173117884
17540623,120|120|120,30|12|33,1,-1.18324772,-0.349053243,120.000000,0.00000000,25.0000000,0.228287037,0.558025698,0.561259355,0.555643979,0.499464741,0.194444444,0.505555556,25.0000000,0.250000000,0.0641666667,0.0734722222,0.0621951220,0.0888888889,0.205555556,-0.00238171853
17560342,120|120|120,21|16|28,1,-0.431586260,6.35181256,120.000000,0.00000000,21.6666667,0.373240741,0.597070910,0.457345207,0.444840329,0.437869101,0.327777778,0.622222222,21.6666667,0.255555556,0.121805556,0.452777778,0.457588076,0.472222222,0.672222222,-0.152230581
17560432,120|120|120,21|20|10,1,0.126046070,2.65001838,120.000000,0.00000000,17.0000000,0.251203704,0.572649807,0.507295736,0.451568878,0.424558850,0.250000000,0.622222222,17.0000000,0.194444444,0.135555556,0.226111111,0.269512195,0.105555556,0.438888889,-0.121080929
17602453,120|120|120,1|1|1,0,7.39021750,-0.754262245,120.000000,0.00000000,1.00000000,0.0932407407,0.406609952,0.0156471249,-0.00000000,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0593055556,0.0102777778,0.00000000,0.00000000,0.155555556,-0.406609952
17603254,120|120|120,23|17|26,1,-1.03851633,1.35782550,120.000000,0.00000000,22.0000000,0.338796296,0.566939530,0.527200444,0.515493105,0.490961638,0.211111111,0.500000000,22.0000000,0.277777778,0.0851388889,0.164166667,0.150677507,0.155555556,0.322222222,-0.0514464242
20147536,120|120|120,11|13|9,1,1.56718805,1.22037216,120.000000,0.00000000,11.0000000,0.424259259,0.500869369,0.364084365,0.368314886,0.357542098,0.322222222,0.727777778,11.0000000,0.150000000,0.0504166667,0.124444444,0.134688347,0.161111111,0.294444444,-0.132554482
20147635,120|120|120,29|23|32,1,-2.14295082,2.16670368,120.000000,0.00000000,28.0000000,0.463333333,0.552261836,0.513257100,0.546047700,0.549107367,0.150000000,0.394444444,28.0000000,0.338888889,0.120000000,0.220972222,0.172222222,0.144444444,0.377777778,-0.00621413534
20157364,120|120|120,13|19|14,1,0.403879252,3.22326486,120.000000,0.00000000,15.3333333,0.453842593,0.528159968,0.423357240,0.418005999,0.410399836,0.238888889,0.650000000,15.3333333,0.177777778,0.145416667,0.248888889,0.221815718,0.188888889,0.405555556,-0.110153969
20314675,120|120|120,45|37|41,1,-4.32736384,-0.181319330,120.000000,0.00000000,41.0000000,0.399722222,0.654365870,0.626551692,0.629343046,0.644685038,0.0722222222,0.238888889,41.0000000,0.527777778,0.0613888889,0.0793055556,0.109891599,0.0500000000,0.255555556,-0.0250228246
20315674,120|119|120,4|8|5,0,3.91901893,-1.45499130,119.666667,1.00000000,5.66666667,0.214583333,0.545502474,0.354078698,0.253975651,0.207033526,0.538888889,0.972222222,5.66666667,0.0333333333,0.0156944444,0.000416666667,0.000135501355,0.00000000,0.0555555556,-0.291526823
20345617,120|120|120,16|12|8,0,2.70535564,-1.69407738,120.000000,0.00000000,12.0000000,0.240601852,0.480352314,0.288935741,0.324491956,0.314197957,0.477777778,0.794444444,12.0000000,0.122222222,0.0115277778,0.000833333333,0.000271002710,0.00000000,0.0444444444,-0.155860358
20416573,120|120|120,34|31|31,1,-2.84392969,2.11562950,120.000000,0.00000000,32.0000000,0.384583333,0.651645417,0.614189470,0.569726392,0.573676635,0.150000000,0.366666667,32.0000000,0.366666667,0.0815277778,0.152083333,0.262059621,0.216666667,0.416666667,-0.0819190242
20456731,120|120|120,25|21|27,1,-1.21551310,2.74003699,120.000000,0.00000000,24.3333333,0.415879630,0.601494728,0.536381682,0.500694355,0.476208768,0.294444444,0.505555556,24.3333333,0.277777778,0.163472222,0.220833333,0.169783198,0.194444444,0.372222222,-0.100800372
20473561,120|120|120,11|7|7,0,2.74362414,6.34900081,120.000000,0.00000000,8.33333333,0.190138889,0.528056464,0.375511920,0.260708847,0.266282691,0.422222222,0.916666667,8.33333333,0.138888889,0.160972222,0.372222222,0.486043360,0.466666667,0.644444444,-0.267347617
20476513,120|120|120,29|19|24,1,-1.14495106,5.06344255,120.000000,0.00000000,24.0000000,0.271342593,0.560720671,0.448305683,0.507384131,0.495043410,0.266666667,0.477777778,24.0000000,0.322222222,0.205555556,0.412638889,0.306368564,0.327777778,0.538888889,-0.0533365399
20513647,120|120|120,36|11|32,1,-1.08962186,0.148044381,120.000000,0.00000000,26.3333333,0.266898148,0.647197111,0.517430679,0.487602470,0.498432934,0.238888889,0.505555556,26.3333333,0.288888889,0.0665277778,0.130555556,0.102845528,0.0444444444,0.238888889,-0.159594641
20514736,120|120|120,20|41|19,1,-1.31749914,1.21513036,120.000000,0.00000000,26.6666667,0.335277778,0.609818926,0.532178969,0.501154200,0.502168649,0.233333333,0.483333333,26.6666667,0.277777778,0.106388889,0.192500000,0.107317073,0.0833333333,0.322222222,-0.108664726
20516347,120|120|120,43|34|35,1,-3.73468702,1.23895808,120.000000,0.00000000,37.3333333,0.395509259,0.646915920,0.602061375,0.608319086,0.625668317,0.0777777778,0.244444444,37.3333333,0.411111111,0.129722222,0.206527778,0.111246612,0.0722222222,0.311111111,-0.0385968347
20516437,120|120|120,19|39|11,1,-0.635278951,0.758469172,120.000000,0.00000000,23.0000000,0.312407407,0.636721706,0.551648217,0.484260637,0.438308442,0.344444444,0.588888889,23.0000000,0.266666667,0.118055556,0.121388889,0.0936314363,0.0555555556,0.266666667,-0.152461069
20571463,120|120|120,28|28|23,1,-1.34762295,4.21870150,120.000000,0.00000000,26.3333333,0.296064815,0.523987894,0.479796921,0.512319059,0.519866550,0.161111111,0.477777778,26.3333333,0.261111111,0.232083333,0.288888889,0.233739837,0.250000000,0.538888889,-0.0116688345
20617543,120|120|120,26|25|40,1,-2.13434037,1.16463513,120.000000,0.00000000,30.3333333,0.427037037,0.629664502,0.556440012,0.505503418,0.547586097,0.194444444,0.427777778,30.3333333,0.372222222,0.0451388889,0.0895833333,0.226964770,0.150000000,0.361111111,-0.124161084
20643157,120|120|120,19|24|27,1,-0.296540147,-1.66377918,120.000000,0.00000000,23.3333333,0.200000000,0.528154891,0.434045363,0.509925175,0.477708878,0.238888889,0.544444444,23.3333333,0.238888889,0.0204166667,0.00861111111,0.0220867209,0.0333333333,0.0888888889,-0.0182297151
20657134,120|120|120,1|1|1,0,6.82795646,0.215018430,120.000000,0.00000000,1.00000000,0.480787037,0.383179641,0.0388716462,0.000248560157,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0809722222,0.0212500000,0.000271002710,0.00000000,0.183333333,-0.382931081
20671534,120|120|120,14|27|16,1,0.746506700,7.80121127,120.000000,0.00000000,19.0000000,0.318796296,0.548967899,0.368385591,0.359471300,0.397122119,0.400000000,0.661111111,19.0000000,0.172222222,0.176250000,0.547361111,0.547425474,0.500000000,0.727777778,-0.189496599
20714635,120|120|120,17|31|31,1,-1.33094787,1.93437973,120.000000,0.00000000,26.3333333,0.294212963,0.621400444,0.574012496,0.496602476,0.499569970,0.261111111,0.505555556,26.3333333,0.305555556,0.0527777778,0.138194444,0.263414634,0.272222222,0.388888889,-0.124797968
20751634,120|120|120,30|30|32,1,-2.49825001,3.54027455,120.000000,0.00000000,30.6666667,0.418379630,0.583160647,0.523217829,0.553847965,0.574736325,0.122222222,0.350000000,30.6666667,0.311111111,0.180000000,0.312500000,0.225067751,0.150000000,0.505555556,-0.0293126824
21034567,120|120|120,46|44|41,1,-4.55837334,-1.13857148,120.000000,0.00000000,43.6666667,0.291527778,0.658774662,0.653896930,0.656412655,0.657525472,0.0833333333,0.227777778,43.6666667,0.555555556,0.0369444444,0.0497222222,0.0535230352,0.0833333333,0.155555556,-0.00236200707
21057463,120|120|120,43|39|31,1,-3.64501422,-0.775476865,120.000000,0.00000000,37.6666667,0.337685185,0.654245558,0.628792926,0.630548264,0.612450124,0.133333333,0.300000000,37.6666667,0.450000000,0.0568055556,0.0797222222,0.0501355014,0.0333333333,0.172222222,-0.0236972941
21065347,120|120|120,32|20|24,1,-1.26938556,-0.274492315,120.000000,0.00000000,25.3333333,0.234583333,0.630026176,0.554007312,0.505672571,0.515415535,0.205555556,0.461111111,25.3333333,0.305555556,0.0548611111,0.0787500000,0.0779132791,0.0944444444,0.205555556,-0.124353604
21067354,120|120|120,24|15|21,1,-0.778249886,0.582297171,120.000000,0.00000000,20.0000000,0.426527778,0.588809180,0.548798912,0.504058481,0.470293774,0.200000000,0.538888889,20.0000000,0.205555556,0.0795833333,0.0997222222,0.0861788618,0.0944444444,0.244444444,-0.0847506990
21074563,120|120|120,27|36|25,1,-2.27469138,-1.09305348,120.000000,0.00000000,29.3333333,0.195462963,0.611199259,0.578561714,0.566731737,0.564055830,0.116666667,0.366666667,29.3333333,0.411111111,0.0412500000,0.0579166667,0.0509485095,0.0722222222,0.133333333,-0.0444675223
21076435,120|120|120,26|32|38,1,-2.27270970,1.42614807,120.000000,0.00000000,32.0000000,0.302962963,0.572244033,0.511991180,0.549259052,0.576315711,0.144444444,0.350000000,32.0000000,0.338888889,0.0848611111,0.187638889,0.202303523,0.155555556,0.327777778,-0.0229849810
21340576,120|120|120,4|4|4,0,3.79608366,4.93363036,120.000000,0.00000000,4.00000000,0.233287037,0.516725643,0.258479534,0.225453062,0.222382685,0.416666667,1.00000000,4.00000000,0.0500000000,0.166527778,0.349722222,0.295392954,0.311111111,0.544444444,-0.291272581
21345670,120|120|120,24|13|20,1,0.0560307179,-1.85450834,120.000000,0.00000000,19.0000000,0.280648148,0.579557479,0.507648426,0.454203335,0.452799392,0.250000000,0.555555556,19.0000000,0.200000000,0.00736111111,0.00430555556,0.00121951220,0.00000000,0.0444444444,-0.125354144
21345760,120|120|120,6|10|6,0,3.58274569,-1.53266973,120.000000,0.00000000,7.33333333,0.0911111111,0.553358287,0.306106702,0.261520274,0.262649947,0.400000000,0.933333333,7.33333333,0.0777777778,0.0265277778,0.00111111111,0.000271002710,0.00000000,0.0888888889,-0.291838013
